enrollment_id,student_id,program_id,year
5513,1513,1,2020
5514,1514,1,2018
5515,1515,2,2019
5516,1516,1,FY2022
5517,1517,1,2021
5518,1518,2,2018
5519,1519,1,2018
5520,1520,2,2024
5521,1521,2,2024
5522,1522,2,2018
5523,1523,1,2023
5524,1524,1,2020
5525,1525,1,2020
5526,1526,1,2023
5527,1527,2,20-21
5528,1528,1,2020
5529,1529,1,2023
5530,1530,2,2020
5531,1531,2,2020
5532,1532,2,2020
5533,1533,2,2024
5534,1534,1,20-21
5535,1535,1,2018
5536,1536,2,2021
5537,1537,1,2020
5538,1538,1,2021
5539,1539,2,2020
5540,1540,2,2020
5541,1541,1,2024
5542,1542,1,FY2022
5543,1543,2,2023
5544,1544,2,20-21
5545,1545,1,2020
5546,1546,1,2024
5547,1547,1,2019
5548,1548,1,2023
5549,1549,1,2019
5550,1550,2,20-21
5551,1551,2,2019
5552,1552,2,2019
5553,1553,1,2019
5554,1554,1,2020
5555,1555,2,2020
5556,1556,2,2020
5557,1557,2,2024
5558,1558,2,2019
5559,1559,2,FY2022
5560,1560,1,2021
5561,1561,1,2024
5562,1562,2,2018
5563,1563,1,FY2022
5564,1564,2,2020
5565,1565,1,20-21
5566,1566,1,2024
5567,1567,1,2021
5568,1568,2,2020
5569,1569,1,FY2022
5570,1570,1,2019
5571,1571,2,FY2022
5572,1572,2,2021
5573,1573,2,FY2022
5574,1574,2,2019
5575,1575,1,FY2022
5576,1576,1,2020
5577,1577,2,2018
5578,1578,1,2021
5579,1579,2,2021
5580,1580,1,2023
5581,1581,2,2020
5582,1582,2,FY2022
5583,1583,2,2019
5584,1584,2,2021
5585,1585,2,2023
5586,1586,1,2023
5587,1587,2,2019
5588,1588,2,2023
5589,1589,2,20-21
5590,1590,2,2018
5591,1591,1,20-21
5592,1592,1,2019
5593,1593,2,2018
5594,1594,2,FY2022
5595,1595,1,2023
5596,1596,2,2018
5597,1597,1,FY2022
5598,1598,2,2020
5599,1599,1,2018
5600,1600,2,FY2022
5601,1601,1,2019
5602,1602,1,2019
5603,1603,1,2023
5604,1604,1,2019
5605,1605,2,2021
5606,1606,2,2018
5607,1607,1,20-21
5608,1608,2,2021
5609,1609,2,2019
5610,1610,1,2023
5611,1611,1,FY2022
5612,1612,2,2020
5613,1613,1,2024
5614,1614,1,FY2022
5615,1615,1,FY2022
5616,1616,2,20-21
5617,1617,2,FY2022
5618,1618,2,2018
5619,1619,1,20-21
5620,1620,1,2019
5621,1621,2,FY2022
5622,1622,2,2024
5623,1623,1,2018
5624,1624,2,20-21
5625,1625,1,2019
5626,1626,2,2020
5627,1627,2,20-21
5628,1628,1,2020
5629,1629,1,20-21
5630,1630,1,20-21
5631,1631,1,2024
5632,1632,1,2021
5633,1633,1,2020
5634,1634,1,2024
5635,1635,1,2018
5636,1636,2,2019
5637,1637,2,2021
5638,1638,1,2019
5639,1639,2,20-21
5640,1640,2,2020
5641,1641,1,2020
5642,1642,1,2020
5643,1643,2,20-21
5644,1644,2,2024
5645,1645,1,2024
5646,1646,2,2019
5647,1647,1,20-21
5648,1648,2,2020
5649,1649,1,2018
5650,1650,2,2018
5651,1651,1,2024
5652,1652,1,2024
5653,1653,1,2023
5654,1654,1,2021
5655,1655,1,2024
5656,1656,2,2019
5657,1657,2,20-21
5658,1658,1,FY2022
5659,1659,1,20-21
5660,1660,2,2021
5661,1661,2,2023
5662,1662,1,2018
5663,1663,2,2021
5664,1664,1,2019
5665,1665,2,2020
5666,1666,2,2023
5667,1667,2,2023
5668,1668,1,2019
5669,1669,1,2019
5670,1670,2,FY2022
5671,1671,1,FY2022
5672,1672,1,2018
5673,1673,1,20-21
5674,1674,2,2018
5675,1675,2,2019
5676,1676,1,2021
5677,1677,2,20-21
5678,1678,2,20-21
5679,1679,2,2021
5680,1680,2,2020
5681,1681,2,FY2022
5682,1682,2,2023
5683,1683,1,20-21
5684,1684,1,FY2022
5685,1685,2,2018
5686,1686,1,2023
5687,1687,1,2021
5688,1688,1,2023
5689,1689,2,20-21
5690,1690,2,2024
5691,1691,2,2020
5692,1692,1,2023
5693,1693,2,2018
5694,1694,2,2018
5695,1695,2,2021
5696,1696,1,2021
5697,1697,2,2018
5698,1698,1,2024
5699,1699,1,2024
5700,1700,1,2023
5701,1701,2,2023
5702,1702,2,2018
5703,1703,1,2023
5704,1704,2,20-21
5705,1705,2,20-21
5706,1706,2,2023
5707,1707,1,2024
5708,1708,1,FY2022
5709,1709,1,2019
5710,1710,1,2018
5711,1711,1,FY2022
5712,1712,2,FY2022
5713,1713,1,2023
5714,1714,1,2024
5715,1715,1,2020
5716,1716,2,2019
5717,1717,1,2024
5718,1718,1,2023
5719,1719,1,2024
5720,1720,2,FY2022
5721,1721,1,2020
5722,1722,1,2023
5723,1723,1,2024
5724,1724,2,2024
5725,1725,1,2024
5726,1726,1,FY2022
5727,1727,2,2023
5728,1728,1,2023
5729,1729,2,2021
5730,1730,2,20-21
5731,1731,1,2020
5732,1732,2,2018
5733,1733,1,2024
5734,1734,1,FY2022
5735,1735,1,2023
5736,1736,2,2019
5737,1737,1,FY2022
5738,1738,2,FY2022
5739,1739,2,FY2022
5740,1740,1,2024
5741,1741,1,2018
5742,1742,2,2024
5743,1743,1,FY2022
5744,1744,2,2021
5745,1745,2,2018
5746,1746,2,2021
5747,1747,1,2019
5748,1748,2,20-21
5749,1749,2,2021
5750,1750,1,2020
5751,1751,2,20-21
5752,1752,1,2019
5753,1753,2,20-21
5754,1754,1,2018
5755,1755,2,2023
5756,1756,1,2020
5757,1757,1,2021
5758,1758,1,2018
5759,1759,1,2019
5760,1760,1,2020
5761,1761,1,2021
5762,1762,1,FY2022
5763,1763,1,20-21
5764,1764,1,2021
5765,1765,2,20-21
5766,1766,1,2023
5767,1767,1,2019
5768,1768,1,FY2022
5769,1769,2,2023
5770,1770,1,2024
5771,1771,2,2021
5772,1772,2,2019
5773,1773,1,2018
5774,1774,1,FY2022
5775,1775,1,2023
5776,1776,1,2020
5777,1777,2,2021
5778,1778,2,2018
5779,1779,2,2018
5780,1780,2,2024
5781,1781,2,2024
5782,1782,1,2024
5783,1783,2,2023
5784,1784,1,2019
5785,1785,2,2019
5786,1786,1,2020
5787,1787,1,2018
5788,1788,2,2018
5789,1789,2,FY2022
5790,1790,1,2021
5791,1791,1,2023
5792,1792,1,2018
5793,1793,1,2019
5794,1794,2,20-21
5795,1795,1,FY2022
5796,1796,1,2020
5797,1797,2,2021
5798,1798,1,2018
5799,1799,2,FY2022
5800,1800,2,2018
5801,1801,2,20-21
5802,1802,1,20-21
5803,1803,2,2021
5804,1804,1,2024
5805,1805,1,FY2022
5806,1806,2,FY2022
5807,1807,1,2021
5808,1808,2,2018
5809,1809,1,2023
5810,1810,2,2021
5811,1811,2,20-21
5812,1812,2,2021
5813,1813,2,2024
5814,1814,2,2024
5815,1815,2,2020
5816,1816,1,2019
5817,1817,2,2024
5818,1818,1,20-21
5819,1819,1,2024
5820,1820,1,20-21
5821,1821,1,2019
5822,1822,1,2020
5823,1823,2,2024
5824,1824,1,2019
5825,1825,1,2018
5826,1826,2,20-21
5827,1827,1,2020
5828,1828,2,2020
5829,1829,2,2019
5830,1830,2,2021
5831,1831,1,2020
5832,1832,2,FY2022
5833,1833,1,2019
5834,1834,1,2023
5835,1835,1,2021
5836,1836,2,2024
5837,1837,1,20-21
5838,1838,1,2021
5839,1839,2,2019
5840,1840,2,2019
5841,1841,1,2019
5842,1842,1,2019
5843,1843,1,2024
5844,1844,2,2023
5845,1845,1,2020
5846,1846,2,2019
5847,1847,2,2023
5848,1848,1,20-21
5849,1849,2,2020
5850,1850,2,2021
5851,1851,2,2018
5852,1852,2,2019
5853,1853,2,2024
5854,1854,2,2018
5855,1855,1,2021
5856,1856,1,2021
5857,1857,1,2021
5858,1858,1,FY2022
5859,1859,2,2021
5860,1860,1,2023
5861,1861,2,20-21
5862,1862,2,2020
5863,1863,2,2021
5864,1864,1,2018
5865,1865,2,2021
5866,1866,2,20-21
5867,1867,2,2024
5868,1868,2,2021
5869,1869,2,2019
5870,1870,1,2024
5871,1871,2,2020
5872,1872,1,2023
5873,1873,1,2020
5874,1874,2,2021
5875,1875,1,2018
5876,1876,2,FY2022
5877,1877,2,2024
5878,1878,1,FY2022
5879,1879,2,2018
5880,1880,2,2024
5881,1881,2,2018
5882,1882,2,2020
5883,1883,2,20-21
5884,1884,1,2021
5885,1885,1,2020
5886,1886,1,20-21
5887,1887,1,2020
5888,1888,1,2023
5889,1889,2,2019
5890,1890,2,20-21
5891,1891,1,2019
5892,1892,1,2023
5893,1893,1,20-21
5894,1894,2,2023
5895,1895,1,2021
5896,1896,2,FY2022
5897,1897,1,2023
5898,1898,2,2019
5899,1899,1,2023
5900,1900,1,2021
5901,1901,1,2024
5902,1902,1,2023
5903,1903,2,2020
5904,1904,2,2024
5905,1905,2,2023
5906,1906,2,2018
5907,1907,1,2020
5908,1908,2,FY2022
5909,1909,2,2020
5910,1910,2,2024
5911,1911,2,2019
5912,1912,2,FY2022
5913,1913,1,2019
5914,1914,2,2024
5915,1915,2,2021
5916,1916,1,2019
5917,1917,1,20-21
5918,1918,2,2021
5919,1919,2,2024
5920,1920,2,2024
5921,1921,2,FY2022
5922,1922,2,2023
5923,1923,1,20-21
5924,1924,1,2018
5925,1925,1,2019
5926,1926,1,2019
5927,1927,1,20-21
5928,1928,2,2023
5929,1929,2,FY2022
5930,1930,1,2024
5931,1931,2,2020
5932,1932,1,2019
5933,1933,2,2018
5934,1934,1,2024
5935,1935,1,2020
5936,1936,2,2018
5937,1937,2,2023
5938,1938,1,2020
5939,1939,1,2019
5940,1940,2,2024
5941,1941,1,2019
5942,1942,1,2020
5943,1943,1,2020
5944,1944,1,2019
5945,1945,1,2024
5946,1946,1,2023
5947,1947,1,20-21
5948,1948,2,2024
5949,1949,2,FY2022
5950,1950,1,2018
5951,1951,1,FY2022
5952,1952,1,2023
5953,1953,2,20-21
5954,1954,1,2024
5955,1955,1,20-21
5956,1956,1,2019
5957,1957,2,2019
5958,1958,1,FY2022
5959,1959,1,FY2022
5960,1960,2,2024
5961,1961,2,2019
5962,1962,1,2020
5963,1963,1,2019
5964,1964,2,FY2022
5965,1965,2,2020
5966,1966,2,2021
5967,1967,1,2018
5968,1968,2,2023
5969,1969,2,2019
5970,1970,1,2024
5971,1971,2,2021
5972,1972,1,2020
5973,1973,1,2018
5974,1974,2,2019
5975,1975,1,2023
5976,1976,2,2020
5977,1977,2,2021
5978,1978,2,2023
5979,1979,2,2024
5980,1980,2,2024
5981,1981,1,FY2022
5982,1982,1,FY2022
5983,1983,1,2021
5984,1984,1,2023
5985,1985,2,2023
5986,1986,2,2024
5987,1987,2,2024
5988,1988,2,20-21
5989,1989,2,2020
5990,1990,1,2019
5991,1991,1,20-21
5992,1992,2,FY2022
5993,1993,2,2021
5994,1994,1,2019
5995,1995,2,2021
5996,1996,1,2023
5997,1997,2,2020
5998,1998,2,2023
5999,1999,1,2019
6000,2000,2,2018
6001,2001,2,2018
6002,2002,1,2021
6003,2003,1,2018
6004,2004,1,FY2022
6005,2005,1,2021
6006,2006,2,2023
6007,2007,1,2019
6008,2008,2,2024
6009,2009,2,2018
6010,2010,1,2024
6011,2011,1,2021
6012,2012,2,FY2022
6013,2013,1,2024
6014,2014,1,2021
6015,2015,1,2021
6016,2016,2,FY2022
6017,2017,2,2018
6018,2018,1,20-21
6019,2019,1,FY2022
6020,2020,1,20-21
6021,2021,1,2021
6022,2022,1,2019
6023,2023,1,2023
6024,2024,2,2019
6025,2025,2,2021
6026,2026,2,2023
6027,2027,1,2024
6028,2028,1,2023
6029,2029,2,2019
6030,2030,2,2020
6031,2031,2,2019
6032,2032,2,2019
6033,2033,1,2021
6034,2034,2,2024
6035,2035,2,2023
6036,2036,2,2024
6037,2037,1,2018
6038,2038,2,FY2022
6039,2039,2,2019
6040,2040,1,2024
6041,2041,2,2018
6042,2042,2,2023
6043,2043,1,2023
6044,2044,1,2018
6045,2045,1,2024
6046,2046,1,2019
6047,2047,1,20-21
6048,2048,2,2021
6049,2049,1,2024
6050,2050,1,2020
6051,2051,2,2021
6052,2052,2,2024
6053,2053,1,2018
6054,2054,2,2020
6055,2055,2,2020
6056,2056,2,2024
6057,2057,1,2024
6058,2058,2,20-21
6059,2059,1,2020
6060,2060,1,2019
6061,2061,2,20-21
6062,2062,1,2019
6063,2063,2,20-21
6064,2064,1,20-21
6065,2065,2,2024
6066,2066,1,FY2022
6067,2067,2,2021
6068,2068,1,2018
6069,2069,2,2021
6070,2070,2,FY2022
6071,2071,2,2023
6072,2072,1,2018
6073,2073,1,2024
6074,2074,1,2018
6075,2075,2,20-21
6076,2076,1,2024
6077,2077,1,2023
6078,2078,1,2021
6079,2079,1,2018
6080,2080,2,2020
6081,2081,1,2023
6082,2082,1,2020
6083,2083,1,FY2022
6084,2084,1,2020
6085,2085,2,FY2022
6086,2086,2,2020
6087,2087,1,2024
6088,2088,1,2018
6089,2089,1,2024
6090,2090,2,FY2022
6091,2091,2,2021
6092,2092,1,2021
6093,2093,2,2023
6094,2094,1,2024
6095,2095,2,FY2022
6096,2096,1,2020
6097,2097,2,20-21
6098,2098,1,2024
6099,2099,1,2019
6100,2100,2,20-21
6101,2101,2,2023
6102,2102,2,2018
6103,2103,1,FY2022
6104,2104,2,2018
6105,2105,1,20-21
6106,2106,1,2021
6107,2107,1,2020
6108,2108,2,20-21
6109,2109,1,2020
6110,2110,1,2023
6111,2111,2,FY2022
6112,2112,1,2023
6113,2113,1,2023
6114,2114,1,2021
6115,2115,2,20-21
6116,2116,1,20-21
6117,2117,2,2020
6118,2118,1,2023
6119,2119,2,2023
6120,2120,2,2018
6121,2121,2,2020
6122,2122,2,FY2022
6123,2123,1,2024
6124,2124,1,2024
6125,2125,2,2024
6126,2126,2,2023
6127,2127,1,2019
6128,2128,1,2018
6129,2129,2,FY2022
6130,2130,2,2021
6131,2131,1,2021
6132,2132,1,2024
6133,2133,1,20-21
6134,2134,1,20-21
6135,2135,2,2020
6136,2136,2,FY2022
6137,2137,1,2023
6138,2138,2,FY2022
6139,2139,2,2018
6140,2140,1,2018
6141,2141,1,2021
6142,2142,2,20-21
6143,2143,2,FY2022
6144,2144,2,2024
6145,2145,1,2018
6146,2146,1,2021
6147,2147,1,20-21
6148,2148,1,2024
6149,2149,2,2019
6150,2150,1,2019
6151,2151,2,2019
6152,2152,1,2019
6153,2153,1,2019
6154,2154,1,2021
6155,2155,2,2021
6156,2156,2,2020
6157,2157,2,2019
6158,2158,2,2024
6159,2159,2,2018
6160,2160,1,2020
6161,2161,2,2019
6162,2162,2,2024
6163,2163,1,2018
6164,2164,1,FY2022
6165,2165,1,20-21
6166,2166,1,FY2022
6167,2167,1,2021
6168,2168,2,2020
6169,2169,1,2023
6170,2170,1,2020
6171,2171,2,2023
6172,2172,1,20-21
6173,2173,2,2019
6174,2174,1,2020
6175,2175,2,2023
6176,2176,2,FY2022
6177,2177,1,2019
6178,2178,1,2024
6179,2179,2,2024
6180,2180,1,2024
6181,2181,1,2021
6182,2182,2,2020
6183,2183,2,2019
6184,2184,2,2024
6185,2185,2,2023
6186,2186,1,2024
6187,2187,1,2024
6188,2188,2,20-21
6189,2189,1,2018
6190,2190,2,2024
6191,2191,2,FY2022
6192,2192,2,2023
6193,2193,1,2023
6194,2194,2,2018
6195,2195,1,2023
6196,2196,1,2019
6197,2197,2,FY2022
6198,2198,1,2023
6199,2199,1,20-21
6200,2200,1,2023
6201,2201,1,20-21
6202,2202,1,2021
6203,2203,1,2020
6204,2204,2,FY2022
6205,2205,2,FY2022
6206,2206,2,2019
6207,2207,1,2018
6208,2208,1,2020
6209,2209,1,FY2022
6210,2210,1,2018
6211,2211,1,2018
6212,2212,1,2023
6213,2213,1,2024
6214,2214,1,2024
6215,2215,2,2020
6216,2216,1,2024
6217,2217,2,2023
6218,2218,1,2020
6219,2219,2,FY2022
6220,2220,2,2018
6221,2221,1,2024
6222,2222,2,2020
6223,2223,2,2019
6224,2224,1,2018
6225,2225,1,2023
6226,2226,1,2023
6227,2227,2,20-21
6228,2228,2,2021
6229,2229,1,2019
6230,2230,2,2024
6231,2231,2,2020
