student_id,name,gender,age,program_type,country,education_background,work_experience
1131,Student_1131,M,23,mba,China,High School,10+ years
1132,Student_1132,M,26,MBA,Netherlands,PhD,3-5 years
1133,Student_1133,M,,MBA,China,High School,3-5 years
1134,Student_1134,F,22,MBA,Japan,Master,5-10 years
1135,Student_1135,M,23,MBA,California,Bachelor,1-3 years
1136,Student_1136,F,23,EMBA,Netherlands,Bachelor,5-10 years
1137,Student_1137,,25,mba,Illinois,PhD,5-10 years
1138,Student_1138,M,22,MBA,Japan,Diploma,<1 year
1139,Student_1139,F,24,EMBA,California,Bachelor,5-10 years
1140,Student_1140,M,24,emba,Illinois,Master,1-3 years
1141,Student_1141,M,25,EMBA,India,Master,1-3 years
1142,Student_1142,M,25,EMBA,India,Diploma,10+ years
1143,Student_1143,F,23,EMBA,Indonesia,Master,5-10 years
1144,Student_1144,M,26,mba,New York,Diploma,10+ years
1145,Student_1145,M,24,MBA,Florida,Bachelor,<1 year
1146,Student_1146,F,22,MBA,South Korea,Master,1-3 years
1147,Student_1147,M,25,MBA,Indonesia,PhD,3-5 years
1148,Student_1148,F,25,EMBA,France,High School,1-3 years
1149,Student_1149,M,26,MBA,Florida,Master,3-5 years
1150,Student_1150,M,25,EMBA,Germany,PhD,5-10 years
1151,Student_1151,F,26,EMBA,Germany,Diploma,10+ years
1152,Student_1152,M,24,emba,Netherlands,High School,10+ years
1153,Student_1153,M,25,emba,Spain,High School,1-3 years
1154,Student_1154,F,25,mba,Spain,PhD,10+ years
1155,Student_1155,M,26,emba,China,Diploma,5-10 years
1156,Student_1156,,22,MBA,Indonesia,Diploma,3-5 years
1157,Student_1157,M,26,emba,Indonesia,Diploma,5-10 years
1158,Student_1158,,23,emba,China,PhD,10+ years
1159,Student_1159,M,25,MBA,Germany,Diploma,5-10 years
1160,Student_1160,M,25,mba,Illinois,Master,5-10 years
1161,Student_1161,F,23,MBA,France,High School,<1 year
1162,Student_1162,F,24,EMBA,New York,High School,3-5 years
1163,Student_1163,M,25,mba,Vietnam,Diploma,10+ years
1164,Student_1164,F,23,mba,Indonesia,Master,10+ years
1165,Student_1165,F,22,MBA,Italy,Bachelor,3-5 years
1166,Student_1166,M,24,MBA,Netherlands,Master,3-5 years
1167,Student_1167,,24,EMBA,India,Master,1-3 years
1168,Student_1168,F,25,EMBA,Germany,Master,3-5 years
1169,Student_1169,F,22,mba,Texas,High School,1-3 years
1170,Student_1170,M,,MBA,China,High School,1-3 years
1171,Student_1171,F,25,MBA,India,High School,10+ years
1172,Student_1172,F,23,mba,Massachusetts,PhD,<1 year
1173,Student_1173,F,25,MBA,Massachusetts,Diploma,3-5 years
1174,Student_1174,M,,emba,Vietnam,PhD,1-3 years
1175,Student_1175,M,,emba,Indonesia,PhD,3-5 years
1176,Student_1176,M,25,EMBA,Vietnam,Diploma,3-5 years
1177,Student_1177,F,24,emba,Sweden,Diploma,10+ years
1178,Student_1178,M,,MBA,Texas,Master,<1 year
1179,Student_1179,M,24,EMBA,California,Master,<1 year
1180,Student_1180,M,23,emba,Sweden,High School,5-10 years
1181,Student_1181,F,22,MBA,Illinois,Diploma,1-3 years
1182,Student_1182,F,24,EMBA,France,Master,<1 year
1183,Student_1183,M,24,EMBA,France,Bachelor,<1 year
1184,Student_1184,F,26,emba,Sweden,Diploma,1-3 years
1185,Student_1185,F,25,emba,Sweden,PhD,1-3 years
1186,Student_1186,M,25,mba,Massachusetts,PhD,10+ years
1187,Student_1187,M,23,MBA,Germany,Diploma,10+ years
1188,Student_1188,F,24,mba,California,Bachelor,10+ years
1189,Student_1189,F,23,mba,France,Diploma,<1 year
1190,Student_1190,F,22,emba,Sweden,Diploma,<1 year
1191,Student_1191,M,24,mba,India,PhD,5-10 years
1192,Student_1192,F,24,emba,France,Bachelor,3-5 years
1193,Student_1193,F,,emba,Texas,Master,<1 year
1194,Student_1194,F,26,EMBA,Indonesia,High School,5-10 years
1195,Student_1195,F,23,EMBA,Sweden,PhD,3-5 years
1196,Student_1196,F,26,mba,Germany,Bachelor,1-3 years
1197,Student_1197,M,24,MBA,California,Diploma,10+ years
1198,Student_1198,,25,mba,Illinois,High School,<1 year
1199,Student_1199,M,23,EMBA,Florida,Bachelor,1-3 years
1200,Student_1200,F,25,mba,Japan,High School,1-3 years
1201,Student_1201,M,23,mba,Illinois,PhD,10+ years
1202,Student_1202,F,23,MBA,Japan,Master,5-10 years
1203,Student_1203,M,25,mba,Massachusetts,Master,10+ years
1204,Student_1204,F,22,EMBA,China,PhD,<1 year
1205,Student_1205,M,23,mba,Netherlands,Diploma,3-5 years
1206,Student_1206,F,22,emba,Indonesia,Master,<1 year
1207,Student_1207,M,23,emba,South Korea,High School,<1 year
1208,Student_1208,F,22,emba,Vietnam,Diploma,5-10 years
1209,Student_1209,F,24,emba,Illinois,High School,1-3 years
1210,Student_1210,M,26,MBA,California,Bachelor,5-10 years
1211,Student_1211,M,26,MBA,Germany,Master,10+ years
1212,Student_1212,M,23,emba,Texas,Diploma,10+ years
1213,Student_1213,M,23,mba,New York,Bachelor,1-3 years
1214,Student_1214,F,25,EMBA,India,High School,1-3 years
1215,Student_1215,M,23,MBA,Indonesia,High School,1-3 years
1216,Student_1216,F,26,MBA,France,Bachelor,5-10 years
1217,Student_1217,M,26,mba,Massachusetts,Diploma,3-5 years
1218,Student_1218,F,25,emba,Massachusetts,Diploma,5-10 years
1219,Student_1219,M,22,MBA,South Korea,High School,1-3 years
1220,Student_1220,M,23,mba,Indonesia,PhD,3-5 years
1221,Student_1221,F,23,MBA,Florida,High School,10+ years
1222,Student_1222,F,26,emba,India,PhD,5-10 years
1223,Student_1223,M,24,MBA,Italy,Bachelor,<1 year
1224,Student_1224,F,24,EMBA,Sweden,Diploma,1-3 years
1225,Student_1225,F,26,emba,Germany,High School,5-10 years
1226,Student_1226,F,26,EMBA,South Korea,Master,5-10 years
1227,Student_1227,M,23,mba,China,Master,10+ years
1228,Student_1228,M,,MBA,New York,PhD,10+ years
1229,Student_1229,F,26,emba,Japan,High School,10+ years
1230,Student_1230,M,24,EMBA,China,Bachelor,1-3 years
1231,Student_1231,F,25,EMBA,India,Diploma,3-5 years
1232,Student_1232,M,22,mba,Japan,PhD,10+ years
1233,Student_1233,F,24,emba,South Korea,Diploma,3-5 years
1234,Student_1234,M,22,emba,Illinois,Bachelor,<1 year
1235,Student_1235,M,25,EMBA,China,Diploma,<1 year
1236,Student_1236,F,23,mba,Florida,PhD,1-3 years
1237,Student_1237,F,22,mba,California,Diploma,5-10 years
1238,Student_1238,M,22,mba,Germany,Bachelor,3-5 years
1239,Student_1239,F,22,emba,California,Diploma,<1 year
1240,Student_1240,M,23,mba,Spain,Master,5-10 years
1241,Student_1241,M,22,emba,Illinois,Diploma,3-5 years
1242,Student_1242,F,23,mba,Texas,Master,10+ years
1243,Student_1243,M,26,MBA,China,PhD,10+ years
1244,Student_1244,M,22,MBA,New York,Master,<1 year
1245,Student_1245,M,24,mba,Spain,Bachelor,5-10 years
1246,Student_1246,F,23,emba,Germany,Bachelor,3-5 years
1247,Student_1247,F,22,mba,Vietnam,Master,3-5 years
1248,Student_1248,M,24,mba,Japan,Master,10+ years
1249,Student_1249,F,23,mba,Florida,Master,10+ years
1250,Student_1250,M,25,emba,Florida,Diploma,10+ years
1251,Student_1251,F,23,EMBA,Massachusetts,High School,5-10 years
1252,Student_1252,M,24,mba,California,Bachelor,5-10 years
1253,Student_1253,F,22,EMBA,France,PhD,5-10 years
1254,Student_1254,F,25,MBA,Illinois,Master,10+ years
1255,Student_1255,F,25,emba,Vietnam,Diploma,3-5 years
1256,Student_1256,M,24,emba,Sweden,Diploma,<1 year
1257,Student_1257,F,22,MBA,Japan,Master,1-3 years
1258,Student_1258,M,22,MBA,Sweden,High School,10+ years
1259,Student_1259,F,22,emba,South Korea,Diploma,<1 year
1260,Student_1260,F,23,emba,Italy,High School,10+ years
1261,Student_1261,M,22,mba,Italy,Bachelor,10+ years
1262,Student_1262,F,,emba,California,High School,1-3 years
1263,Student_1263,F,26,mba,Massachusetts,PhD,10+ years
1264,Student_1264,M,24,EMBA,Sweden,Diploma,3-5 years
1265,Student_1265,M,,mba,China,PhD,3-5 years
1266,Student_1266,F,22,mba,South Korea,High School,<1 year
1267,Student_1267,,25,mba,Italy,PhD,<1 year
1268,Student_1268,F,26,emba,Italy,PhD,5-10 years
1269,Student_1269,F,25,MBA,California,Diploma,<1 year
1270,Student_1270,M,24,EMBA,Vietnam,Master,1-3 years
1271,Student_1271,F,26,MBA,Texas,Master,3-5 years
1272,Student_1272,F,,emba,Japan,Bachelor,3-5 years
1273,Student_1273,F,23,EMBA,Netherlands,PhD,1-3 years
1274,Student_1274,M,26,emba,Spain,Diploma,5-10 years
1275,Student_1275,M,25,emba,China,Diploma,3-5 years
1276,Student_1276,F,25,mba,India,High School,<1 year
1277,Student_1277,M,23,MBA,Spain,Master,5-10 years
1278,Student_1278,F,23,EMBA,Indonesia,High School,3-5 years
1279,Student_1279,F,23,MBA,Texas,PhD,3-5 years
1280,Student_1280,F,22,EMBA,Netherlands,PhD,3-5 years
1281,Student_1281,F,23,EMBA,France,High School,10+ years
1282,Student_1282,M,25,MBA,France,High School,3-5 years
1283,Student_1283,F,24,mba,Florida,High School,1-3 years
1284,Student_1284,F,26,emba,New York,Master,10+ years
1285,Student_1285,M,24,mba,India,Master,1-3 years
1286,Student_1286,F,22,EMBA,Vietnam,Master,1-3 years
1287,Student_1287,M,26,EMBA,California,PhD,10+ years
1288,Student_1288,M,,emba,Netherlands,Bachelor,3-5 years
1289,Student_1289,F,22,MBA,New York,High School,1-3 years
1290,Student_1290,F,22,EMBA,Netherlands,PhD,5-10 years
1291,Student_1291,M,24,MBA,South Korea,Master,<1 year
1292,Student_1292,F,26,emba,China,High School,3-5 years
1293,Student_1293,F,26,EMBA,Illinois,Diploma,<1 year
1294,Student_1294,,,EMBA,Vietnam,PhD,5-10 years
1295,Student_1295,F,26,mba,Indonesia,Diploma,10+ years
1296,Student_1296,F,26,EMBA,India,High School,10+ years
1297,Student_1297,M,22,EMBA,Illinois,PhD,<1 year
1298,Student_1298,M,22,mba,Germany,Diploma,5-10 years
1299,Student_1299,F,25,mba,Sweden,PhD,<1 year
1300,Student_1300,F,23,emba,Florida,Master,1-3 years
1301,Student_1301,F,24,MBA,Florida,Diploma,1-3 years
1302,Student_1302,M,25,emba,China,Master,1-3 years
1303,Student_1303,F,24,EMBA,New York,High School,10+ years
1304,Student_1304,M,24,EMBA,Spain,Diploma,3-5 years
1305,Student_1305,M,26,EMBA,Netherlands,PhD,1-3 years
1306,Student_1306,F,22,emba,India,Master,10+ years
1307,Student_1307,M,24,EMBA,France,Diploma,1-3 years
1308,Student_1308,M,23,EMBA,Texas,Master,10+ years
1309,Student_1309,F,24,mba,Netherlands,Diploma,<1 year
1310,Student_1310,M,26,MBA,Texas,Master,3-5 years
1311,Student_1311,F,22,EMBA,Japan,Diploma,<1 year
1312,Student_1312,M,25,emba,France,Bachelor,1-3 years
1313,Student_1313,F,23,mba,Sweden,Bachelor,<1 year
1314,Student_1314,M,24,mba,Japan,PhD,10+ years
1315,Student_1315,M,25,mba,New York,High School,3-5 years
1316,Student_1316,M,23,EMBA,Italy,Master,5-10 years
1317,Student_1317,M,24,MBA,New York,High School,<1 year
1318,Student_1318,M,,MBA,China,Master,3-5 years
1319,Student_1319,M,24,mba,Germany,Diploma,10+ years
1320,Student_1320,M,24,EMBA,Massachusetts,Diploma,10+ years
1321,Student_1321,F,22,EMBA,Indonesia,Diploma,10+ years
1322,Student_1322,F,25,mba,California,Master,3-5 years
1323,Student_1323,F,26,emba,South Korea,Master,5-10 years
1324,Student_1324,M,,mba,Illinois,Bachelor,<1 year
1325,Student_1325,F,22,MBA,India,Diploma,10+ years
1326,Student_1326,M,23,EMBA,Netherlands,Master,3-5 years
1327,Student_1327,M,23,MBA,Texas,PhD,3-5 years
1328,Student_1328,M,22,EMBA,Massachusetts,PhD,10+ years
1329,Student_1329,M,24,MBA,New York,Master,10+ years
1330,Student_1330,F,26,mba,Netherlands,High School,1-3 years
1331,Student_1331,M,25,MBA,Japan,PhD,1-3 years
1332,Student_1332,F,24,MBA,Illinois,High School,3-5 years
1333,Student_1333,F,25,emba,New York,Master,1-3 years
1334,Student_1334,F,22,mba,France,Master,1-3 years
1335,Student_1335,F,25,MBA,Illinois,Diploma,1-3 years
1336,Student_1336,F,25,emba,Sweden,Bachelor,1-3 years
1337,Student_1337,F,25,EMBA,California,PhD,<1 year
1338,Student_1338,F,23,EMBA,Texas,Bachelor,<1 year
1339,Student_1339,M,22,mba,Netherlands,PhD,5-10 years
1340,Student_1340,F,22,mba,Spain,Diploma,10+ years
1341,Student_1341,F,23,EMBA,Vietnam,PhD,10+ years
1342,Student_1342,M,22,EMBA,Netherlands,Bachelor,3-5 years
1343,Student_1343,F,,MBA,India,High School,3-5 years
1344,Student_1344,F,22,EMBA,Sweden,Bachelor,1-3 years
1345,Student_1345,F,22,MBA,Spain,PhD,5-10 years
1346,Student_1346,M,24,MBA,Massachusetts,High School,5-10 years
1347,Student_1347,M,25,emba,Massachusetts,Diploma,10+ years
1348,Student_1348,M,26,mba,Indonesia,PhD,1-3 years
1349,Student_1349,M,24,emba,Florida,Bachelor,5-10 years
1350,Student_1350,M,,mba,Spain,High School,10+ years
1351,Student_1351,M,22,EMBA,Sweden,High School,1-3 years
1352,Student_1352,M,26,MBA,Florida,Bachelor,5-10 years
1353,Student_1353,M,26,mba,South Korea,Bachelor,5-10 years
1354,Student_1354,F,26,EMBA,India,Master,1-3 years
1355,Student_1355,M,23,mba,Italy,PhD,<1 year
1356,Student_1356,M,26,EMBA,New York,High School,1-3 years
1357,Student_1357,F,25,emba,France,Bachelor,10+ years
1358,Student_1358,M,26,MBA,California,PhD,3-5 years
1359,Student_1359,M,23,emba,Spain,Bachelor,<1 year
1360,Student_1360,F,23,mba,India,Bachelor,5-10 years
1361,Student_1361,F,26,MBA,Massachusetts,PhD,<1 year
1362,Student_1362,F,23,mba,Germany,High School,10+ years
1363,Student_1363,M,22,MBA,Germany,Diploma,3-5 years
1364,Student_1364,M,25,MBA,Sweden,Diploma,5-10 years
1365,Student_1365,M,26,MBA,Florida,Diploma,1-3 years
1366,Student_1366,F,25,MBA,Germany,Bachelor,10+ years
1367,Student_1367,M,25,emba,Florida,Bachelor,10+ years
1368,Student_1368,F,26,emba,Italy,Diploma,3-5 years
1369,Student_1369,F,24,emba,New York,Diploma,<1 year
1370,Student_1370,F,24,MBA,Netherlands,Bachelor,5-10 years
1371,Student_1371,M,25,MBA,New York,Diploma,5-10 years
1372,Student_1372,,26,mba,Sweden,Diploma,1-3 years
1373,Student_1373,F,22,mba,South Korea,Bachelor,1-3 years
1374,Student_1374,M,25,MBA,Italy,PhD,3-5 years
1375,Student_1375,M,23,EMBA,Indonesia,Diploma,3-5 years
1376,Student_1376,M,24,mba,Japan,Master,10+ years
1377,Student_1377,F,25,emba,New York,Master,1-3 years
1378,Student_1378,M,24,mba,Illinois,Master,<1 year
1379,Student_1379,M,25,emba,South Korea,Master,5-10 years
1380,Student_1380,F,23,EMBA,California,Bachelor,5-10 years
1381,Student_1381,M,26,EMBA,Indonesia,Diploma,1-3 years
1382,Student_1382,F,22,mba,Massachusetts,PhD,10+ years
1383,Student_1383,M,25,emba,Massachusetts,Bachelor,5-10 years
1384,Student_1384,F,24,emba,China,Diploma,5-10 years
1385,Student_1385,M,26,EMBA,New York,Master,10+ years
1386,Student_1386,M,24,EMBA,Italy,Bachelor,10+ years
1387,Student_1387,M,25,EMBA,Japan,Master,5-10 years
1388,Student_1388,F,22,emba,Italy,High School,1-3 years
1389,Student_1389,F,22,EMBA,South Korea,Bachelor,10+ years
1390,Student_1390,F,25,EMBA,India,Bachelor,<1 year
1391,Student_1391,M,24,EMBA,Italy,High School,10+ years
1392,Student_1392,M,25,emba,South Korea,High School,10+ years
1393,Student_1393,M,25,EMBA,China,Diploma,<1 year
1394,Student_1394,M,26,emba,China,Master,1-3 years
1395,Student_1395,F,23,mba,Spain,Diploma,5-10 years
1396,Student_1396,M,24,emba,Japan,Master,3-5 years
1397,Student_1397,M,22,EMBA,Japan,Bachelor,1-3 years
1398,Student_1398,F,24,MBA,Netherlands,Master,<1 year
1399,Student_1399,M,26,MBA,Germany,Master,3-5 years
1400,Student_1400,M,26,emba,Texas,Diploma,10+ years
1401,Student_1401,F,24,emba,Texas,PhD,10+ years
1402,Student_1402,F,26,MBA,India,PhD,5-10 years
1403,Student_1403,M,24,mba,Indonesia,High School,3-5 years
1404,Student_1404,F,26,emba,New York,PhD,1-3 years
1405,Student_1405,M,23,emba,China,High School,5-10 years
1406,Student_1406,F,26,MBA,Vietnam,Bachelor,5-10 years
1407,Student_1407,F,26,mba,South Korea,PhD,3-5 years
1408,Student_1408,F,26,mba,Sweden,PhD,10+ years
1409,Student_1409,F,23,emba,Germany,PhD,1-3 years
1410,Student_1410,M,22,MBA,India,Master,<1 year
1411,Student_1411,F,22,EMBA,Illinois,PhD,3-5 years
1412,Student_1412,M,25,emba,Vietnam,PhD,1-3 years
1413,Student_1413,F,22,mba,Germany,Diploma,1-3 years
1414,Student_1414,F,,emba,Indonesia,Bachelor,<1 year
1415,Student_1415,M,26,mba,Italy,Master,<1 year
1416,Student_1416,M,25,mba,France,PhD,10+ years
1417,Student_1417,F,22,emba,California,Bachelor,<1 year
1418,Student_1418,M,22,mba,Florida,High School,1-3 years
1419,Student_1419,F,26,mba,France,PhD,<1 year
1420,Student_1420,F,,MBA,Germany,High School,<1 year
1421,Student_1421,F,23,mba,Italy,Master,<1 year
1422,Student_1422,M,22,mba,Illinois,Diploma,10+ years
1423,Student_1423,F,23,EMBA,Germany,Master,1-3 years
1424,Student_1424,F,24,mba,China,Master,<1 year
1425,Student_1425,,24,EMBA,Illinois,PhD,<1 year
1426,Student_1426,F,22,mba,New York,Master,1-3 years
1427,Student_1427,M,26,EMBA,China,PhD,3-5 years
1428,Student_1428,M,26,mba,California,High School,3-5 years
1429,Student_1429,F,22,emba,Texas,PhD,1-3 years
1430,Student_1430,M,24,mba,China,Diploma,1-3 years
1431,Student_1431,M,26,MBA,Spain,PhD,5-10 years
1432,Student_1432,F,24,mba,Netherlands,Master,5-10 years
1433,Student_1433,F,23,EMBA,California,High School,<1 year
1434,Student_1434,F,24,mba,France,Master,1-3 years
1435,Student_1435,F,22,emba,Netherlands,Master,1-3 years
1436,Student_1436,M,22,emba,South Korea,Bachelor,5-10 years
1437,Student_1437,F,24,mba,Illinois,Diploma,1-3 years
1438,Student_1438,F,22,mba,Texas,Bachelor,10+ years
1439,Student_1439,M,,mba,New York,Bachelor,1-3 years
1440,Student_1440,M,26,mba,Spain,High School,3-5 years
1441,Student_1441,F,26,emba,Japan,Diploma,1-3 years
1442,Student_1442,F,25,emba,Vietnam,High School,3-5 years
1443,Student_1443,M,25,mba,Massachusetts,Master,5-10 years
1444,Student_1444,F,25,EMBA,Sweden,High School,<1 year
1445,Student_1445,F,25,mba,California,Diploma,10+ years
1446,Student_1446,M,25,EMBA,Illinois,High School,3-5 years
1447,Student_1447,F,22,mba,New York,Master,<1 year
1448,Student_1448,M,22,EMBA,South Korea,High School,1-3 years
1449,Student_1449,M,23,MBA,India,Bachelor,10+ years
1450,Student_1450,F,26,emba,Italy,Bachelor,5-10 years
1451,Student_1451,F,26,MBA,South Korea,High School,<1 year
1452,Student_1452,M,26,mba,Netherlands,PhD,3-5 years
1453,Student_1453,F,,emba,California,Master,5-10 years
1454,Student_1454,,24,MBA,Japan,Diploma,10+ years
1455,Student_1455,F,23,MBA,Texas,Diploma,1-3 years
1456,Student_1456,M,26,MBA,Vietnam,Master,5-10 years
1457,Student_1457,M,24,EMBA,Illinois,PhD,10+ years
